covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
family_connection_ratio,-0.010693776842853817,0.9893631983146649,0.0032158734210422355,-0.016996772926936212,-0.004390780758771422,0.9831468573165314,0.9956188446262594,0.0,-3.325310247872897,0.0008832019588847251,10.144969007625686
family_ownership_pct,-0.0030881246207119847,0.9969166387315878,0.0018242546371175926,-0.006663598008092651,0.0004873487666686824,0.9933585545286028,1.0004874675403728,0.0,-1.6928144557666387,0.09049079021522481,3.4660852217440064
state_ownership_pct,-0.005367223147515321,0.994647154660174,0.004056670957406056,-0.01331815212116081,0.002583705826130169,0.9867701420603784,1.0025870464704894,0.0,-1.3230610034359964,0.1858150917706024,2.4280604137351727
foreign_ownership_total_pct,-0.0002262888148218363,0.9997737367865609,0.011950399442711323,-0.023648641323403562,0.02319606369375989,0.976628796482589,1.0234671846336276,0.0,-0.01893566954867373,0.9848924244517034,0.021961941065132568
rw_page_rank_4q_lag,0.0021375908592722137,1.0021398771353638,0.005210637253166596,-0.00807507049343703,0.012350252211981457,0.9919574453069757,1.0124268315099865,0.0,0.4102359760263799,0.6816328525613693,0.5529332242808074
rw_out_degree_4q_lag,-0.023362044973070945,0.976908734844031,0.01050125130977408,-0.04394411933283221,-0.0027799706133096805,0.9570074341927827,0.9972238899267712,0.0,-2.224691542361874,0.026101952437664694,5.259698464711903
camel_roa,-0.09359595286345897,0.9106506336979927,0.011363447957301927,-0.11586790159996599,-0.07132400412695195,0.8905928614194729,0.9311601435169815,0.0,-8.236580412489683,1.7720259653604013e-16,52.325449774450334
camel_npl_ratio,0.004316870078881683,1.0043262011847462,0.001917614921659154,0.0005584138962131439,0.008075326261550221,1.0005585698382782,1.0081080196526788,0.0,2.2511662952365072,0.024375006773237735,5.358453570021599
camel_tier1_capital_ratio,0.01605602490958989,1.0161856155185638,0.0037961106399030426,0.00861578477405063,0.023496265045129153,1.0086530074718076,1.023774476988019,0.0,4.229598774286511,2.341084727322748e-05,15.382463325772283
crisis_2014,-0.019609853106485223,0.9805811693841496,0.09339469260474745,-0.20266008695897955,0.1634403807460091,0.8165557522070666,1.1775551481351318,0.0,-0.2099675319825231,0.8336930138817036,0.2624118489649631
family_connection_ratio_x_crisis_2014,-0.009093024628496742,0.9909481918977144,0.006159406660551895,-0.021165239849314583,0.002979190592321098,0.9790571719429709,1.0029836327909039,0.0,-1.4762825592817717,0.13986805415548298,2.837861606111074
