covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
family_connection_ratio,-0.07741886919515009,0.9255021080817147,0.023645095064824834,-0.12376240393323254,-0.031075334457067644,0.8835897533946123,0.9694025409110417,0.0,-3.2742041841193847,0.0010596001654738735,9.882264310541501
stake_fragmentation_index,-0.12943283052149757,0.8785936011083003,0.022725951021636194,-0.17397487603832576,-0.08489078500466937,0.8403180095106888,0.9186126051944771,0.0,-5.6953757577965085,1.2310050130882843e-08,26.275588122099535
family_company_count,-0.1092844694932737,0.896475361330336,0.02376428387588252,-0.15586161000838936,-0.06270732897815803,0.8556775993933191,0.9392183154521776,0.0,-4.598685576390644,4.251648904771332e-06,17.843546103277994
epu_index,0.027448716657062767,1.0278289032535177,0.023991620864626726,-0.01957399616834533,0.07447142948247086,0.9806163306528652,1.0773145636479333,0.0,1.1440959663351962,0.25258384033058245,1.9851657527558937
camel_roa,-0.06151633691769129,0.9403375833962404,0.008020812327704156,-0.07723684020674632,-0.04579583362863626,0.925670591628194,0.9552369695489302,0.0,-7.669589363811916,1.7254785302227534e-14,45.71999680569796
camel_npl_ratio,0.10627003890094926,1.112122152205349,0.018019130801068907,0.07095319149813784,0.14158688630376068,1.0735309743156563,1.1521006016750384,0.0,5.897622924999537,3.687755233903556e-09,28.01460995053791
camel_tier1_capital_ratio,0.10021677949300707,1.105410522436672,0.02113522092727195,0.0587925076702568,0.14164105131575733,1.0605551608473585,1.1521630069080244,0.0,4.7416953831644975,2.1193712623482798e-06,18.84793223435957
rw_out_degree_4q_lag,-0.04953676606655177,0.9516701683245034,0.02393623058690361,-0.09645091594252889,-0.0026226161905746545,0.9080544675035749,0.997380819862794,0.0,-2.0695307845862394,0.03849630560353838,4.699136189244958
rw_page_rank_4q_lag,0.023229096669715652,1.0235009933589274,0.019920895205742584,-0.01581514047333644,0.06227333381276774,0.9843092621821967,1.0642532013610249,0.0,1.166066907626692,0.24358739500076723,2.0374886153393095
state_ownership_pct,-0.03728137751694031,0.9634050166960898,0.02211552977348308,-0.0806270193719904,0.00606426433810979,0.9225377159800451,1.0060826892147023,0.0,-1.6857555708044285,0.09184288849821529,3.4446881736701
foreign_ownership_total_pct,-0.0061302824058744355,0.9938884694377141,0.022369941918034007,-0.04997456290147395,0.03771399808972507,0.9512536213250532,1.03843419624018,0.0,-0.2740410515296143,0.7840530741963152,0.35097677818951045
family_connection_ratio:epu_index,0.0012950921447288251,1.0012959311387128,0.019733268486647353,-0.0373814033863592,0.03997158767581685,0.9633086560910492,1.040781202759357,0.0,0.06562988516601585,0.9476724954773178,0.07753952815275109
stake_fragmentation_index:epu_index,0.024924221984074117,1.0252374271226599,0.020762903478845365,-0.015770321048944193,0.06561876501709243,0.9843533793453975,1.0678195493899647,0.0,1.200420837551385,0.22997594014291448,2.1204451591618674
family_company_count:epu_index,0.0084317602469247,1.0084674076570563,0.019329782416730806,-0.02945391711886329,0.04631743761271269,0.9709756219643865,1.0474068445189506,0.0,0.4362056470758112,0.6626875311227569,0.5935993204203522
