covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
family_connection_ratio,-0.016354657501574176,0.9837783538041306,0.0034966431452510237,-0.02320795213305504,-0.009501362870093313,0.9770592810841703,0.9905436324596877,0.0,-4.677245238418539,2.9075445773621163e-06,18.391767258607192
family_ownership_pct,-0.0050540389679693525,0.9949587111979866,0.0017454345614500467,-0.008475027845782909,-0.001633050090155797,0.991560783962609,0.9983682826105883,0.0,-2.8955763106756813,0.003784629992046331,8.045632024010697
state_ownership_pct,-0.0062657964563910306,0.9937537927109594,0.004153259933700019,-0.01440603634487628,0.0018744434320942189,0.9856972340960362,1.0018762012993536,0.0,-1.5086453909493247,0.13138942785883342,2.928078899815027
foreign_ownership_total_pct,-0.0006701245568108508,0.9993300999265032,0.007846137694399924,-0.016048271855576838,0.014708022741955137,0.9840798155499967,1.0148167179518555,0.0,-0.0854082075680552,0.9319368683113761,0.10169586839730742
rw_page_rank_4q_lag,0.010224078906797225,1.0102765233813074,0.003772245690101969,0.0028306132133609236,0.01761754460023353,1.0028346231816065,1.0177736489165743,0.0,2.7103427896078673,0.006721370331025979,7.217028889718648
rw_out_degree_4q_lag,-0.042749744942503276,0.9581511422353738,0.011292890277124948,-0.06488340316703073,-0.020616086717975827,0.9371767288457918,0.9795949719084552,0.0,-3.7855450547587286,0.00015337204209401963,12.670676858953453
camel_npl_ratio,0.01493979270271673,1.0150519492414758,0.0032160287442713252,0.008636492190699358,0.021243093214734103,1.0086738942861426,1.0214703339656706,0.0,4.645416409703679,3.3939117716579916e-06,18.16861950834635
camel_tier1_capital_ratio,0.009194431644206082,1.0092368302749826,0.0038649523033032875,0.0016192643277665114,0.016769598960645653,1.0016205760441577,1.0169109979811253,0.0,2.3789249963958956,0.0173632084940173,5.847822626168426
crisis_2008,0.030061902750211936,1.030518323897503,0.09331516088648627,-0.1528324517988619,0.21295625729928574,0.8582735119481796,1.2373305258809364,0.0,0.32215454021218376,0.7473356216988557,0.42017180499279905
state_ownership_pct_x_crisis_2008,-0.0029814422120327936,0.9970229978730839,0.011677033560858748,-0.02586800743758144,0.019905123013515852,0.9744637030817054,1.0201045509896056,0.0,-0.255325309848089,0.7984718531756999,0.32468654260407553
