covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
family_connection_ratio,-0.07761533238128572,0.9253202988487811,0.023428554816143428,-0.12353445603074927,-0.031696208731822176,0.8837911887830693,0.968800850617849,0.0,-3.3128519018938776,0.0009234986705258273,10.080602495252593
stake_fragmentation_index,-0.12399973032378096,0.8833800791093185,0.02276691844591423,-0.16862207051673347,-0.07937739013082845,0.844828128518,0.9236912666912456,0.0,-5.446487218652732,5.1374292952247755e-08,24.214378125512464
group_total_capital,-0.05998965825143424,0.9417742731266251,0.023786192161072865,-0.106609738216486,-0.013369578286382473,0.8988764016555256,0.9867193975608256,0.0,-2.5220370644112564,0.011667741361687639,6.421330878229411
group_sector_count,-0.07731463149417835,0.9255985853219012,0.023117329655550287,-0.12262376503779665,-0.03200549795056005,0.8845964160593071,0.96850125729253,0.0,-3.344444736748205,0.0008244745360500852,10.244237442929236
camel_roa,-0.06169446847821634,0.9401700945130606,0.008020007559756763,-0.07741339445107856,-0.045975542505354114,0.9255071749827641,0.9550653204100321,0.0,-7.69256986586774,1.442086866280936e-14,45.97883525831162
camel_npl_ratio,0.10580879113308059,1.1116093066285782,0.01797660216246086,0.07057529833025245,0.14104228393590873,1.0731253709371487,1.1514733357801117,0.0,5.885917159252312,3.958525669309935e-09,27.9123896473234
camel_tier1_capital_ratio,0.1009877594787074,1.106263100443511,0.02113923850455677,0.05955561334917379,0.14241990560824103,1.0613647853886592,1.1530607235614492,0.0,4.777265721134586,1.776948919673905e-06,19.102166359196936
rw_out_degree_4q_lag,-0.045673190944538325,0.9553541295590875,0.023649082831344884,-0.09202454156137882,0.0006781596723021768,0.9120827653352518,1.0006783896745626,0.0,-1.9312880448793694,0.053447440998004955,4.225735314754449
rw_page_rank_4q_lag,0.031500341633969434,1.0320017281624325,0.019488107842338693,-0.006695647863846986,0.06969633113178586,0.9933267180403978,1.0721825433542134,0.0,1.6163878960857185,0.10601047365818096,3.2377212871908023
state_ownership_pct,-0.03812428565817143,0.9625932969148799,0.022059563141572022,-0.08136023493033984,0.005111663613996988,0.9218615448933974,1.005124750455457,0.0,-1.7282430034312362,0.08394466686243535,3.574417518400634
foreign_ownership_total_pct,-0.0067331791702706445,0.9932894378905551,0.02233416614999533,-0.05050734044899509,0.0370409821084538,0.9507469497372208,1.0377355485575106,0.0,-0.3014743924197077,0.7630527741066107,0.39014525498489644
