covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
family_connection_ratio,-0.01627745693847035,0.9838543049787126,0.0035054347695759156,-0.023147982836993607,-0.009406931039947091,0.9771178763984095,0.9906371757244019,0.0,-4.643491609013618,3.4256991175624986e-06,18.155170125626377
family_ownership_pct,-0.005040328194973473,0.9949723529445355,0.0017461039618753983,-0.008462629073511953,-0.001618027316434993,0.9915730781751788,0.9983832809840464,0.0,-2.8866140304497807,0.003894116091390075,8.004488390337777
state_ownership_pct,-0.0062656843744619585,0.9937539040928077,0.004153363887040508,-0.01440612800775064,0.0018747592588267224,0.9856971437441986,1.0018765177186908,0.0,-1.5085806456815396,0.13140598326394828,2.9278971279888855
foreign_ownership_total_pct,-0.0004537572034838149,0.9995463457287467,0.007911165101259365,-0.01595935587770234,0.01505184147073471,0.9841673198593108,1.0151656909340516,0.0,-0.05735655844315297,0.9542611673410917,0.06754393005816967
rw_page_rank_4q_lag,0.010216049496530447,1.0102684114891851,0.003772143260350867,0.002822784561717251,0.017609314431343642,1.0028267723694162,1.0177652725020214,0.0,2.7082877800299126,0.006763135006356837,7.208092131395498
rw_out_degree_4q_lag,-0.04275465627710591,0.9581464364460702,0.011292863098955443,-0.06488826123339997,-0.020621051320811858,0.9371721759901025,0.9795901086205518,0.0,-3.7859890713684994,0.00015309840305033495,12.673253145198869
camel_npl_ratio,0.01493656553384972,1.0150486735027124,0.003216184086657301,0.008632960556350561,0.02124017051134888,1.008670332025061,1.0214673485152304,0.0,4.644188619617805,3.4141554218331275e-06,18.160039833980164
camel_tier1_capital_ratio,0.009190415047315794,1.0092327765856097,0.003865339196611584,0.0016144894339261027,0.016766340660705484,1.0016157934236571,1.0169076845854796,0.0,2.377647750906894,0.01742346117100449,5.842824945961938
crisis_2008,0.030906168365976677,1.0313887224568725,0.09332058509231425,-0.15199881743116472,0.21381115416311808,0.8589892965544947,1.238388768146582,0.0,0.33118275389512175,0.7405064462684308,0.43341580034688154
family_connection_ratio_x_crisis_2008,-0.002916931011258574,0.9970873190985736,0.008372115387510424,-0.019325975645192606,0.013492113622675456,0.9808595737916043,1.0135835429164166,0.0,-0.34841027341907765,0.7275320882266649,0.45891721455776185
state_ownership_pct_x_crisis_2008,-0.002996532755767578,0.9970079523674527,0.011671036832743294,-0.025871344610184855,0.0198782790986497,0.9744604511335586,1.0200771677574227,0.0,-0.25674949010192083,0.7973721642103844,0.32667485230178667
foreign_ownership_total_pct_x_crisis_2008,-0.0066509901499491935,0.9933710787312954,0.022744233586967203,-0.05122886883637116,0.03792688853647277,0.9500612062452223,1.0386552924939407,0.0,-0.2924253360535443,0.7699614390228897,0.3771418998895524
