covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
family_connection_ratio,-0.07733494436033722,0.9255797839526761,0.023656702449454385,-0.1237012291542483,-0.030968659566426145,0.8836438084558753,0.9695059573369508,0.0,-3.269050051484283,0.0010790921145860516,9.8559662617414
stake_fragmentation_index,-0.12969679990693397,0.8783617099028035,0.02272749180787659,-0.17424186530930122,-0.08515173450456673,0.8400936835655848,0.9183729249681299,0.0,-5.7066041868282795,1.1525237111260688e-08,26.370628327253737
family_company_count,-0.10975107810073075,0.896057155787107,0.02375780583309359,-0.1563155218852898,-0.06318663431617169,0.8552892853050124,0.9387682509677925,0.0,-4.6195797234714435,3.845181151459336e-06,17.988517002305926
epu_index,0.027057647985767066,1.027427030155114,0.024009855934167105,-0.020000804919195755,0.07411610089072988,0.9801978843263449,1.0769318309831266,0.0,1.1269392061308796,0.2597681855176246,1.9447033438802315
camel_roa,-0.06152704138244743,0.9403275176395944,0.008024659086719397,-0.07725508418062954,-0.04579899858426533,0.9256537038721462,0.9552339462710906,0.0,-7.667246759961815,1.7572751010375794e-14,45.69365326579918
camel_npl_ratio,0.10627058225429366,1.112122756480804,0.018027967961276672,0.0709364143357494,0.1416047501728379,1.0735129636632552,1.1521211828331794,0.0,5.894762098676815,3.752215785750514e-09,27.989610055962302
camel_tier1_capital_ratio,0.10040147193898265,1.1056147022645233,0.0211402755612325,0.058967293215714665,0.14183565066225062,1.0607405467605522,1.1523872388932135,0.0,4.749298165398613,2.041238029749153e-06,18.902124143780767
rw_out_degree_4q_lag,-0.045550016356182124,0.9554718121583343,0.023657499805021548,-0.09191786393828771,0.0008178312259234585,0.912180069346708,1.0008181657410664,0.0,-1.9253943456236937,0.054180042452495074,4.2060946658180365
rw_page_rank_4q_lag,0.02818765841844036,1.028588689638055,0.019623115200300675,-0.010272940638629453,0.06664825747551018,0.989779645789584,1.0689194276240437,0.0,1.4364517626644955,0.15087383299799018,2.728585483042268
state_ownership_pct,-0.03732725374433187,0.9633608203222629,0.02212214624105163,-0.0806858636375212,0.006031356148857456,0.9224834315229039,1.0060495813999244,0.0,-1.6873251508962737,0.09154084741434108,3.4494405424198438
foreign_ownership_total_pct,-0.006420021110049224,0.9936005431941876,0.022353232935691053,-0.05023155260203823,0.03739151038193978,0.9510091903512147,1.0380993679684514,0.0,-0.2872077219666278,0.7739532740192113,0.369681625902225
family_connection_ratio:epu_index,0.001327912807053277,1.0013287948736576,0.01974626668711185,-0.037374058728808994,0.04002988434291555,0.9633157312892259,1.0408418786032396,0.0,0.0672488034368537,0.9463836335042961,0.07950297056126288
stake_fragmentation_index:epu_index,0.024564963611496328,1.0248691681471067,0.02075996479494109,-0.016123819706907662,0.06525374692990032,0.98400547324263,1.0674298470691046,0.0,1.1832854175881098,0.23669605010049075,2.078892463795743
family_company_count:epu_index,0.00817706143982693,1.00821058491894,0.01929650609064634,-0.02964339552529769,0.04599751840495155,0.9707916604797648,1.0470718125454876,0.0,0.42375865358292114,0.6717418346084598,0.5740212152942189
