covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
family_connection_ratio,-0.05741667969870938,0.944200558184051,0.023694164973673274,-0.10385638969085943,-0.010976969706559328,0.9013547319586173,0.9890830573861173,0.0,-2.423241323866251,0.015382704175718655,6.022547048115577
stake_fragmentation_index,-0.08228870332390763,0.9210060228097845,0.02362042032767682,-0.12858387646585198,-0.03599353018196328,0.8793398034101437,0.9646465345504821,0.0,-3.483795046080838,0.0004943578978855451,10.982156498560705
group_total_capital,-0.04647635851048979,0.9545871281647806,0.024249193233253374,-0.09400390390181879,0.0010511868808392097,0.9102792085931725,1.0010517395714118,0.0,-1.916614629750069,0.055286908026357454,4.176918299940159
group_sector_count,-0.04693506996438226,0.9541493485302958,0.023389825488712067,-0.09277828552693487,-0.0010918544018296353,0.911395547480484,0.9989087414543054,0.0,-2.006644726230776,0.04478750535129192,4.480759878962897
camel_roa,-0.05828864175375004,0.9433776099669174,0.009703433091709695,-0.07730702113989518,-0.03927026236760489,0.9256056294818636,0.9614908192434792,0.0,-6.007012281410999,1.889732071214608e-09,28.979171152307508
camel_npl_ratio,0.10473762733453114,1.110419228479293,0.0182292971697141,0.06900886141841356,0.14046639325064872,1.0714457036349663,1.1508104039181748,0.0,5.745565852562916,9.161409301669538e-09,26.70178330848735
camel_tier1_capital_ratio,0.09700968472138383,1.101871044883407,0.020857220777707172,0.05613028317947727,0.13788908626329038,1.0577354799015226,1.147848231077101,0.0,4.651131891218734,3.3011810792028884e-06,18.20858629265317
rw_out_degree_4q_lag,-0.03918359528441167,0.9615741524593714,0.023829388221364226,-0.08588833797190853,0.007521147403085189,0.9176966973736568,1.007549502274694,0.0,-1.644339121105998,0.10010617269495557,3.320397159256531
rw_page_rank_4q_lag,0.022010442341059012,1.0222544591444154,0.019510847513013803,-0.016230116092300927,0.06025100077441895,0.9839008825765205,1.062103101792236,0.0,1.1281130830620234,0.25927216453684754,1.9474607681418163
state_ownership_pct,-0.034831282673892044,0.9657683443654836,0.022286464520368168,-0.07851195047654339,0.008849385128759296,0.9244910117573872,1.0088886566949304,0.0,-1.562889557563464,0.11807857424815472,3.082180888240363
foreign_ownership_total_pct,-0.01027762783870127,0.9897750065052299,0.02167096806853144,-0.052751944763140435,0.03219668908573789,0.9486152922909153,1.0327206102028488,0.0,-0.47425790145597985,0.6353160081554994,0.6544537234810905
