covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
family_connection_ratio,-0.07761444178575012,0.9253211229352752,0.023418516160914542,-0.12351389003251184,-0.031714993538988406,0.8838093650180057,0.9687826520516166,0.0,-3.3142339699254078,0.0009189457801553714,10.08773263773979
stake_fragmentation_index,-0.12367150529517518,0.8836700741502658,0.02276418898046303,-0.1682884958341463,-0.07905451475620406,0.8451099888009247,0.9239895520069159,0.0,-5.432721780745807,5.550090733489726e-08,24.102913402107205
group_total_capital,-0.05962988140597442,0.9421131626623943,0.023777301344504738,-0.10623253569075952,-0.013027227121189332,0.8992155240594386,0.9870572599267866,0.0,-2.507849000271669,0.01214685624964941,6.363273214207623
group_sector_count,-0.07711770265446158,0.9257808803263349,0.023119513469928486,-0.12243111639561007,-0.03180428891331309,0.8847668487740324,0.968696148104321,0.0,-3.335610965808967,0.0008511217847510429,10.198346801474067
camel_roa,-0.0616903360265819,0.940173979728532,0.008016434716710485,-0.077402259355751,-0.045978412697412804,0.925517480650761,0.9550625791930678,0.0,-7.695482868211556,1.409608184131417e-14,46.01169912279535
camel_npl_ratio,0.10581303832633966,1.111614027858158,0.01796794588711089,0.07059651151143773,0.1410295651412416,1.0731481355815313,1.1514586905203248,0.0,5.888989147181453,3.88564960195563e-09,27.939197045783903
camel_tier1_capital_ratio,0.10078877585372353,1.106042994101104,0.021134456480862106,0.05936600231840467,0.1422115493890424,1.0611635579957492,1.1528205012153607,0.0,4.768931528709567,1.8520559093143772e-06,19.04244091841873
rw_out_degree_4q_lag,-0.0499425100365307,0.9512841122175618,0.023910376690367614,-0.09680598720643724,-0.0030790328666241568,0.9077321006910833,0.9969257024937158,0.0,-2.0887379016763976,0.036731323050221906,4.766845327366544
rw_page_rank_4q_lag,0.02655047474481824,1.0269060787758584,0.019820314578937973,-0.012296627992154356,0.06539757748179084,0.9877786665986508,1.0675833871347247,0.0,1.3395586956542083,0.18038885985828484,2.470817848996203
state_ownership_pct,-0.03808438263074889,0.962631708067959,0.022052990894005815,-0.08130745053439006,0.005138685272892275,0.9219102060824583,1.0051519109605702,0.0,-1.7269486399280445,0.0841768878554405,3.5704320176880606
foreign_ownership_total_pct,-0.006435072693506509,0.9935855880452381,0.02235144033552975,-0.05024309075374068,0.03737294536672766,0.9509982175262093,1.0380800958167877,0.0,-0.28790416174108235,0.7734201011310446,0.37067583444230845
